County Name,Priority Area Number,Priority Area,Focus Area Number,Focus Area,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count/Rate,Average Number of Denominator/Rate,Measure Unit,Percentage/Rate/Ratio,Lower Limit of 95% CI,Upper Limit of 95% CI,Data Comments,Quartile,2024 Objective,Objective Region,Data Years,Date Source
New York,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,24.2,14.7,33.7,,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Queens,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,18.4,12.1,24.8,,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Richmond,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,,.,.,Data Suppressed,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Long Island,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,33.2,24.9,41.4,,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
New York City,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,21.7,18,25.3,,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Mid-Hudson,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,29.6,21.7,37.6,,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Capital Region,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,39.1,28.5,49.7,Unstable Estimate,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Mohawk Valley,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,39.7,27.2,52.3,Unstable Estimate,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
North Country,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,47.3,35.3,59.2,Unstable Estimate,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Tug Hill Seaway,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,31.4,19.6,43.2,Unstable Estimate,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Central NY,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,42,31.8,52.2,Unstable Estimate,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Southern Tier,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,34.4,21,47.8,Unstable Estimate,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Finger Lakes,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,31.5,23.6,39.5,,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Western NY,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,27.5,19.2,35.8,,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
New York State (excluding NYC),3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,33.3,29.8,36.7,,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
New York State,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,28,pa52_0,"Percentage of women who report ever talking with a health care provider about ways to prepare for a healthy pregnancy, aged 18-44 years",,,Percent,28.5,26,31.1,,,38.1,New York State,2021,"NYS Behavioral Risk Factor Surveillance System, data as of October 2022"
Albany,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",4,2871,Mortality rate,46.4,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Allegany,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,476,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Broome,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,1771,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Cattaraugus,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,807,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Cayuga,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,689,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Chautauqua,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",2,1218,Mortality rate,54.7,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Chemung,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,810,Mortality rate,41.2,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Chenango,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,456,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Clinton,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,638,Mortality rate,52.2,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Columbia,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,472,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Cortland,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,447,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Delaware,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,360,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Dutchess,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",2,2606,Mortality rate,25.6,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Erie,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",10,9349,Mortality rate,35.7,,,,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Essex,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,269,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Franklin,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,446,Mortality rate,74.8,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Fulton,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,480,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Genesee,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,547,Mortality rate,61,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Greene,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,389,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Hamilton,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,27,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Herkimer,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,591,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Jefferson,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,1784,Mortality rate,18.7,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Lewis,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,294,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Livingston,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,518,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Madison,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,554,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Monroe,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",6,7558,Mortality rate,26.5,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Montgomery,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,597,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Nassau,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",6,13759,Mortality rate,14.5,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Niagara,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",2,1975,Mortality rate,33.7,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Oneida,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",3,2334,Mortality rate,42.9,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Onondaga,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",3,4792,Mortality rate,20.9,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Ontario,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,981,Mortality rate,34,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Orange,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",2,5431,Mortality rate,12.3,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Orleans,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,389,Mortality rate,85.8,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Oswego,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,1137,Mortality rate,29.3,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Otsego,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,475,Mortality rate,70.1,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Putnam,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,885,Mortality rate,37.7,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Rensselaer,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",2,1514,Mortality rate,44,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Rockland,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",6,6161,Mortality rate,32.5,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
St. Lawrence,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,977,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Saratoga,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,2058,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Schenectady,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,1722,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Schoharie,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,252,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Schuyler,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,158,Mortality rate,211,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Seneca,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,330,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Steuben,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,966,Mortality rate,34.5,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Suffolk,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",9,15563,Mortality rate,19.3,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Sullivan,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,939,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Tioga,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,464,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Tompkins,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,667,Mortality rate,50,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Ulster,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,1529,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Warren,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,519,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Washington,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,541,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Wayne,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,873,Mortality rate,38.2,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Westchester,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",6,9869,Mortality rate,20.3,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Wyoming,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",0,350,Mortality rate,0,,,Unstable Estimate,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Yates,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,325,Mortality rate,102.6,,,Unstable Estimate,35.7+ : Q4,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Bronx,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",15,17004,Mortality rate,29.4,,,,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Kings,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",17,33619,Mortality rate,16.9,,,,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
New York,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",10,13647,Mortality rate,24.4,,,,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Queens,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",12,23963,Mortality rate,16.7,,,,< 16.8 : Q1 - Q2,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Richmond,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",3,4924,Mortality rate,20.3,,,Unstable Estimate,16.8 -< 35.7 : Q3,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Long Island,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",15,29322,Mortality rate,17.1,,,,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
New York City,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",57,93158,Mortality rate,20.4,,,,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Mid-Hudson,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",17,27420,Mortality rate,20.7,,,,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Capital Region,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",6,9026,Mortality rate,22.2,,,Unstable Estimate,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Mohawk Valley,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,2395,Mortality rate,13.9,,,Unstable Estimate,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
North Country,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",2,2440,Mortality rate,27.3,,,Unstable Estimate,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Tug Hill Seaway,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,3056,Mortality rate,10.9,,,Unstable Estimate,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Central NY,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",7,9953,Mortality rate,23.4,,,Unstable Estimate,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Southern Tier,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",1,3718,Mortality rate,9,,,Unstable Estimate,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Finger Lakes,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",12,12519,Mortality rate,32,,,,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Western NY,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",16,15110,Mortality rate,35.3,,,,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
New York State (excluding NYC),3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",78,114958,Mortality rate,22.6,,,,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
New York State,3,"Promote Healthy Women, Infants, and Children",1,Maternal & Women's Health,29,pa53_0,"Maternal mortality, rate per 100,000 live births",135,208116,Mortality rate,21.6,,,,,16,New York State,2020-2022,"Vital Records, data as of March 2025"
Albany,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",14,2819,Rate,5,,,,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Allegany,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",2,472,Rate,4.2,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Broome,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",9,1685,Rate,5.3,,,Unstable Estimate,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Cattaraugus,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",9,796,Rate,11.3,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Cayuga,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",4,706,Rate,5.7,,,Unstable Estimate,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
Chautauqua,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",10,1157,Rate,8.6,,,,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Chemung,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",4,802,Rate,5,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Chenango,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",1,465,Rate,2.2,,,Unstable Estimate,< 5.2 : Q1 - Q2,4,New York State,2022,"Vital Records, data as of March 2025"
Clinton,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",6,615,Rate,9.8,,,Unstable Estimate,6.8+ : Q4,4,New York State,2022,"Vital Records, data as of March 2025"
Columbia,3,"Promote Healthy Women, Infants, and Children",2,Perinatal & Infant Health,30,pa55_0,"Infant mortality, rate per 1,000 live births",3,473,Rate,6.3,,,Unstable Estimate,5.2 -< 6.8 : Q3,4,New York State,2022,"Vital Records, data as of March 2025"
